question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
Are there both pizzas and plates in the picture?,"No, there is a pizza but no plates.","['no', 'plates']",['pizza'],150340,9347,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/150340.jpg,gqa
Are there both pizzas and plates in the picture?,"Yes, there are both pizzas and plates in the picture.",[],"['yes', 'pizzas', 'plates']",150340,9347,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/150340.jpg,gqa
Are there both doors and windows in this photograph?,no,[],['no'],1592384,11687,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592384.jpg,gqa
Are there both doors and windows in this photograph?,"Yes, there are both doors and windows in the photograph. The dog is sitting on a bench in front of a building with a door and windows.","['yes', 'door']","['dog', 'sitting', 'bench', 'front', 'building', 'windows']",1592384,11687,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592384.jpg,gqa
Is the person with the bandana catching a ball?,no,[],['no'],2324488,14860,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2324488.jpg,gqa
Is the person with the bandana catching a ball?,"No, the person with the bandana is not catching a ball. They are catching a frisbee on the beach.",['ball'],"['no', 'person', 'bandana', 'not', 'catching', 'frisbee', 'beach']",2324488,14860,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2324488.jpg,gqa
Does that placemat look metallic and large?,yes,[],['yes'],2330717,15456,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2330717.jpg,gqa
Does that placemat look metallic and large?,"Yes, the placemat looks metallic and large, covering the entire table.",['entire'],"['yes', 'placemat', 'metallic', 'large', 'covering', 'table']",2330717,15456,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2330717.jpg,gqa
Where are the man's hands?,Behind him.,[],"['behind', 'him']",2361128,18925,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361128.jpg,vga
Where are the man's hands?,The man's hands are on the surfboard.,"['on', 'surfboard']","[""man's"", 'hands']",2361128,18925,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361128.jpg,vga
What color is the sky?,Blue.,[],['blue'],2385532,21651,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385532.jpg,vga
What color is the sky?,The sky is blue.,[],"['sky', 'blue']",2385532,21651,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385532.jpg,vga
What color is the catcher wearing?,Red and white.,[],"['red', 'white']",2405986,21749,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405986.jpg,vga
What color is the catcher wearing?,The catcher is wearing red.,[],['red'],2405986,21749,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405986.jpg,vga
What are the men standing next to?,A truck.,[],['truck'],2408455,22443,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408455.jpg,vga
What are the men standing next to?,"The men are standing next to a military truck, which is parked on a dirt road.",[],"['men', 'standing', 'next_to', 'military', 'truck', 'parked', 'on', 'dirt', 'road']",2408455,22443,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408455.jpg,vga
What type of food is in the photo?,Eggs.,[],['eggs'],2393704,22695,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2393704.jpg,vga
What type of food is in the photo?,"The photo features a table with a variety of food, including eggs, coffee, and other breakfast items.",[],"['table', 'variety', 'food', 'eggs', 'coffee', 'other', 'breakfast', 'items']",2393704,22695,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2393704.jpg,vga
What color is the road?,Grey.,[],['grey'],2408457,22733,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408457.jpg,vga
What color is the road?,The road is black.,['black'],['road'],2408457,22733,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408457.jpg,vga
What color is the cilantro?,Green.,[],['green'],2382141,23841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2382141.jpg,vga
What color is the cilantro?,The cilantro is green.,['cilantro'],['green'],2382141,23841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2382141.jpg,vga
What objects are lining the outskirts of the body of water?,Trees and foliage.,[],"['trees', 'foliage']",2351357,26393,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2351357.jpg,vga
What objects are lining the outskirts of the body of water?,"There are several boats lining the outskirts of the body of water, including a small boat and a larger boat.",[],"['several', 'boats', 'lining', 'outskirts', 'water', 'small', 'larger']",2351357,26393,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2351357.jpg,vga
What is she holding?,A tennis racket.,[],"['tennis', 'racket']",2355408,26474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355408.jpg,vga
What is she holding?,She is holding a tennis racket.,[],"['she', 'holding', 'tennis', 'racket']",2355408,26474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355408.jpg,vga
What color is the of the water?,Whitish Grey.,[],"['whitish', 'grey']",2335414,26898,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2335414.jpg,vga
What color is the of the water?,The water is blue.,['blue'],[],2335414,26898,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2335414.jpg,vga
Does the bag that is to the left of the parking meter look black and large?,"Yes, the bag is black and large.","['yes', 'bag', 'black', 'large']",[],2409925,126,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409925.jpg,gqa
Does the bag that is to the left of the parking meter look black and large?,"Yes, the bag that is to the left of the parking meter is black and large.","['yes', 'bag', 'black', 'large', 'left']","['parking', 'meter']",2409925,126,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409925.jpg,gqa
Is the fork on the left side?,"No, the fork is on the right of the image.",[],"['no', 'fork', 'right', 'image']",2403918,6190,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403918.jpg,gqa
Is the fork on the left side?,"No, the fork is on the right side of the plate.",[],"['no', 'fork', 'right', 'side', 'plate']",2403918,6190,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403918.jpg,gqa
Is the can different in color than the box?,"Yes, the box is green and the can is white.","['can', 'white', 'yes']","['box', 'green']",2385364,9172,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385364.jpg,gqa
Is the can different in color than the box?,"Yes, the can is different in color than the box.","['can', 'yes']","['box', 'different', 'color']",2385364,9172,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385364.jpg,gqa
Are there umbrellas in this picture?,"No, there are no umbrellas.",[],"['no', 'umbrellas']",2331828,9685,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2331828.jpg,gqa
Are there umbrellas in this picture?,"No, there are no umbrellas in this picture. The image features a group of people playing with a ball and a bike, with one person riding a bike and another holding a hockey stick.",[],"['no', 'umbrellas', 'group', 'people', 'playing', 'ball', 'bike', 'one', 'person', 'riding', 'another', 'holding', 'hockey', 'stick']",2331828,9685,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2331828.jpg,gqa
Are there either plastic spoons or forks?,no,[],['no'],2325672,10081,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325672.jpg,gqa
Are there either plastic spoons or forks?,"Yes, there are plastic spoons and forks in the image.","['yes', 'plastic', 'spoons', 'forks']",[],2325672,10081,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325672.jpg,gqa
Are there both cabinets and drawers in this image?,no,[],['no'],2373148,14912,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373148.jpg,gqa
Are there both cabinets and drawers in this image?,"Yes, there are both cabinets and drawers in the image.","['yes', 'drawers', 'both']",['cabinets'],2373148,14912,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373148.jpg,gqa
What is in the sky?,Birds.,[],['birds'],2383377,23974,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383377.jpg,vga
What is in the sky?,There are many birds flying in the sky.,[],"['many', 'birds', 'flying', 'sky']",2383377,23974,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383377.jpg,vga
Where are the white lines?,In the court.,[],"['in', 'court']",2361767,24717,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361767.jpg,vga
Where are the white lines?,The white lines are on the tennis court.,[],"['white', 'lines', 'on', 'tennis', 'court']",2361767,24717,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361767.jpg,vga
What shade of color is the plane?,Gray.,['gray'],[],2398587,26202,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2398587.jpg,vga
What shade of color is the plane?,The plane is white.,[],"['plane', 'white']",2398587,26202,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2398587.jpg,vga
Is there a mirror to the right of the ball?,"Yes, there are mirrors to the right of the ball.",['mirrors'],"['yes', 'ball', 'right', 'mirror']",2410247,1505,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410247.jpg,gqa
Is there a mirror to the right of the ball?,"Yes, there is a mirror to the right of the ball.",[],"['yes', 'mirror', 'right', 'ball']",2410247,1505,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410247.jpg,gqa
Are there both frisbees and dogs in the photo?,"Yes, there are both a frisbee and a dog.",[],"['yes', 'frisbee', 'dog']",2318046,4123,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318046.jpg,gqa
Are there both frisbees and dogs in the photo?,"Yes, there is a dog in the photo, and it is playing with a frisbee.",[],"['yes', 'dog', 'playing', 'frisbee']",2318046,4123,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318046.jpg,gqa
Is the big elephant in the water dry and gray?,"No, the elephant is gray but wet.",[],"['no', 'elephant', 'gray', 'wet']",2377015,5101,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377015.jpg,gqa
Is the big elephant in the water dry and gray?,"No, the big elephant is wet and gray, indicating that it is in the water.",['indicating'],"['no', 'big', 'elephant', 'wet', 'gray', 'in', 'water']",2377015,5101,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377015.jpg,gqa
Do you see black umbrellas there?,yes,[],['yes'],1159627,11844,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1159627.jpg,gqa
Do you see black umbrellas there?,"Yes, there are black umbrellas in the image.",[],"['yes', 'black', 'umbrellas', 'image']",1159627,11844,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1159627.jpg,gqa
Are the grass and the sand the same color?,no,[],['no'],2334172,13439,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2334172.jpg,gqa
Are the grass and the sand the same color?,"Yes, the grass and the sand are the same color, which is white.","['yes', 'same', 'white']","['grass', 'sand', 'color']",2334172,13439,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2334172.jpg,gqa
Are there giraffes in front of the grass?,yes,[],['yes'],2416725,15963,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416725.jpg,gqa
Are there giraffes in front of the grass?,"Yes, there are two giraffes standing in front of the grass.",['grass'],"['yes', 'two', 'giraffes', 'standing', 'front']",2416725,15963,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416725.jpg,gqa
What is on the plate?,Pizza.,[],['pizza'],2401947,21115,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401947.jpg,vga
What is on the plate?,There is a pizza on the plate.,[],"['pizza', 'on', 'plate']",2401947,21115,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401947.jpg,vga
What is covering the mountains?,Grass and rocks.,['grass'],['rocks'],2396077,21125,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396077.jpg,vga
What is covering the mountains?,The mountains are covered with trees.,['trees'],"['mountains', 'covered']",2396077,21125,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396077.jpg,vga
Where was this photo taken?,At a winery.,[],['winery'],2354670,21693,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354670.jpg,vga
Where was this photo taken?,"This photo was taken in a wine cellar, where a man and a woman are standing in front of a table filled with wine bottles and glasses.","['standing', 'in front of']","['wine', 'cellar', 'man', 'woman', 'table', 'filled', 'bottles', 'glasses']",2354670,21693,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354670.jpg,vga
Who is petting a cat?,The young woman.,[],"['young', 'woman']",2414437,23785,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2414437.jpg,vga
Who is petting a cat?,A woman is petting a cat.,[],"['woman', 'petting', 'cat']",2414437,23785,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2414437.jpg,vga
How many boys are in the picture?,One.,[],['one'],2387324,27627,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387324.jpg,vga
How many boys are in the picture?,There is only one boy in the picture.,[],"['one', 'boy', 'picture']",2387324,27627,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387324.jpg,vga
Is there a dog or a cat?,"Yes, there is a dog.",[],"['yes', 'dog']",2407605,1254,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407605.jpg,gqa
Is there a dog or a cat?,"No, there is no dog or cat in the image. The image features a man performing a trick on a bicycle.",['no'],"['dog', 'cat', 'man', 'performing', 'trick', 'bicycle']",2407605,1254,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407605.jpg,gqa
Do you see tables or nightstands?,"Yes, there is a nightstand.",[],"['yes', 'nightstand']",2391837,1429,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391837.jpg,gqa
Do you see tables or nightstands?,"Yes, there is a table or nightstand in the image.",[],"['yes', 'table', 'nightstand']",2391837,1429,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391837.jpg,gqa
Does this surfboard look wet and blue?,"No, the surfboard is wet but white.",[],"['no', 'surfboard', 'wet', 'white']",2337408,6622,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2337408.jpg,gqa
Does this surfboard look wet and blue?,"Yes, the surfboard appears to be wet and blue.","['yes', 'blue']","['surfboard', 'wet']",2337408,6622,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2337408.jpg,gqa
Is the white vehicle in front of an airplane?,"Yes, the vehicle is in front of an airplane.",[],"['yes', 'vehicle', 'front', 'airplane']",2381596,9908,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381596.jpg,gqa
Is the white vehicle in front of an airplane?,"Yes, the white vehicle is in front of an airplane, and it is a truck.",['truck'],"['yes', 'white', 'vehicle', 'front', 'airplane']",2381596,9908,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381596.jpg,gqa
Is that traffic light red?,no,[],['no'],2384471,11413,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384471.jpg,gqa
Is that traffic light red?,"Yes, the traffic light is red in the image.","['yes', 'red']","['traffic', 'light']",2384471,11413,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384471.jpg,gqa
Are there men to the right of the trash can on the left?,yes,[],['yes'],2391262,15320,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391262.jpg,gqa
Are there men to the right of the trash can on the left?,"Yes, there is a man sitting on a chair next to the trash can.","['trash', 'can']","['yes', 'man', 'sitting', 'chair', 'next_to']",2391262,15320,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391262.jpg,gqa
What is the large silver object covering the bottom and right part of the photo?,Airplane wing.,[],"['airplane', 'wing']",2364714,17972,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2364714.jpg,vga
What is the large silver object covering the bottom and right part of the photo?,The large silver object covering the bottom and right part of the photo is an airplane wing.,[],"['large', 'silver', 'object', 'covering', 'bottom', 'right', 'part', 'photo', 'airplane', 'wing']",2364714,17972,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2364714.jpg,vga
What has a silver and gray lid?,Gray pan.,[],"['gray', 'pan']",2403202,18184,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403202.jpg,vga
What has a silver and gray lid?,A bowl of fruit has a silver and gray lid.,"['silver', 'gray', 'lid']","['bowl', 'fruit']",2403202,18184,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403202.jpg,vga
Where is the grey tire?,On the wheelchair.,[],"['on', 'wheelchair']",2401166,19405,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401166.jpg,vga
